Type,Name,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,
WR,Jermaine Kearse,30,FA,0,0,80,80,85,85,69,69,73,73,71,71,80,80,41,41,92,51,53,54,,,,,,
WR,Russell Shepard,30,FA,0,0,78,78,87,87,63,63,75,75,63,63,80,80,35,35,78,48,57,61,,,,,,
WR,Jaron Brown,30,FA,0,0,78,78,87,87,64,64,74,74,69,69,80,80,40,40,78,53,56,57,,,,,,
WR,Marqise Lee,29,FA,0,1050000,78,78,92,92,74,74,76,76,71,71,80,80,32,32,71,49,52,54,,,,,,
WR,Paul Richardson,28,FA,0,0,86,88,85,87,66,67,72,73,73,74,80,82,33,34,71,49,52,54,,,,,,
WR,Jordan Matthews,28,FA,0,0,78,80,86,88,64,65,69,70,67,68,73,74,33,34,77,48,46,45,,,,,,
WR,Ryan Grant,30,FA,0,0,77,77,91,91,66,66,73,73,69,69,73,73,36,36,75,46,47,47,,,,,,
WR,Taylor Gabriel,29,FA,0,0,88,88,92,92,67,67,83,83,69,69,88,88,29,29,75,58,65,69,,,,,,
WR,Dontrelle Inman,31,FA,0,0,75,75,91,91,64,64,74,74,67,67,71,71,33,33,84,48,50,51,,,,,,
WR,Justin Hardy,29,FA,0,0,75,75,90,90,66,66,74,74,69,69,75,75,33,33,84,50,52,53,,,,,,
WR,Charone Peake,28,FA,0,0,86,86,85,85,65,65,69,69,54,54,73,73,33,33,65,45,42,41,,,,,,
WR,Chester Rogers,26,FA,0,0,78,80,90,92,66,67,79,81,59,60,71,72,28,29,77,52,59,63,,,,,,
WR,Johnny Holton,29,FA,0,0,84,84,88,88,66,66,70,70,57,57,73,73,30,30,75,43,41,40,,,,,,
WR,Andy Jones,26,FA,0,0,77,79,85,87,66,67,68,69,54,55,88,90,38,39,78,46,43,41,,,,,,
WR,Amba Etta-Tawo,27,FA,0,0,80,81,85,86,65,66,65,66,55,56,63,64,31,31,82,41,36,33,,,,,,
WR,Austin Carr,27,FA,0,0,73,74,92,93,64,65,73,74,67,68,63,64,29,29,77,45,45,45,,,,,,
WR,Lance Lenoir,25,FA,0,0,71,73,85,88,62,64,67,69,67,69,71,73,30,31,77,44,43,42,,,,,,
WR,Bug Howard,26,FA,0,0,73,74,84,86,62,63,64,65,67,68,78,80,33,34,82,41,36,33,,,,,,
WR,Marcus Kemp,25,FA,0,0,77,79,84,87,63,65,68,70,59,61,71,73,33,34,67,45,46,46,,,,,,
WR,Dylan Cantrell,26,FA,0,0,73,74,93,95,66,67,71,72,65,66,88,90,30,31,73,44,39,36,,,,,,
WR,Steve Ishmael,25,FA,0,0,73,75,87,90,64,66,65,67,57,59,59,61,31,32,73,40,34,31,,,,,,
WR,Malik Turner,24,FA,0,0,77,80,86,89,65,68,72,75,57,59,69,72,34,35,69,49,51,52,,,,,,
WR,Jamal Custis,25,FA,0,0,78,80,80,82,64,66,62,64,61,63,67,69,34,35,73,47,40,37,,,,,,
TE,Jimmy Graham,34,CHI,2,8000000,65,65,81,81,59,59,73,73,75,75,80,80,43,43,86,61,68,71,,,,,,
TE,Demetrius Harris,29,CHI,1,1650000,71,71,88,88,61,61,71,71,55,55,77,77,46,46,80,49,48,48,,,,,,
TE,Adam Shaheen,26,CHI,1,1480000,63,66,81,84,62,65,63,66,65,68,59,62,42,44,77,50,45,43,,,,,,
TE,Cole Kmet,21,CHI,4,500000,57,60,81,84,56,59,64,67,65,68,77,80,39,41,71,47,46,45,,,,,,
TE,C.J. Uzomah,27,CIN,2,6100000,71,72,79,81,60,61,66,67,59,60,63,64,43,44,77,52,51,51,,,,,,
TE,Mason Schreck,27,CIN,1,500000,61,62,77,79,52,53,61,62,61,62,67,68,45,46,73,45,40,38,,,,,,
TE,Drew Sample,24,CIN,3,1380000,65,66,80,82,51,52,66,67,63,64,63,64,43,44,77,51,51,51,,,,,,
TE,Lee Smith,33,BUF,2,3000000,51,51,72,72,46,46,64,64,55,55,48,48,50,50,69,61,60,59,,,,,,
TE,Tyler Kroft,28,BUF,2,6250000,61,62,77,79,61,62,64,65,61,62,69,70,44,45,69,52,51,51,,,,,,
TE,Dawson Knox,24,BUF,3,520000,75,78,85,88,53,56,70,75,54,57,67,70,43,46,67,51,51,51,,,,,,
TE,Jeff Heuerman,28,DEN,1,4000000,59,60,74,75,54,55,66,67,57,58,69,70,44,45,69,54,56,57,,,,,,
TE,Nick Vannett,27,DEN,2,2850000,54,56,82,84,56,58,65,67,65,67,61,63,41,42,73,50,49,48,,,,,,
TE,Jake Butt,25,DEN,1,500000,63,66,73,76,59,61,61,63,65,68,61,63,45,47,63,51,48,46,,,,,,
TE,Troy Fumagalli,25,DEN,2,500000,57,59,75,78,59,61,60,62,55,57,63,66,39,41,61,47,44,43,,,,,,
TE,Noah Fant,23,DEN,3,3150000,78,81,89,92,58,61,75,82,57,60,86,89,39,42,78,53,54,54,,,,,,
TE,Albert Okwuegbunam,22,DEN,4,500000,77,80,62,65,66,69,56,60,63,66,94,97,36,39,67,43,39,37,,,,,,
TE,Austin Hooper,26,CLE,4,10500000,65,68,83,86,60,62,82,85,94,97,73,76,47,49,80,74,85,90,,,,,,
TE,David Njoku,24,CLE,1,2380000,71,74,84,87,67,70,71,77,55,58,86,89,42,45,75,55,54,53,,,,,,
TE,Harrison Bryant,22,CLE,4,500000,46,47,67,68,59,60,56,57,67,68,38,39,35,36,53,49,46,44,,,,,,
TE,Rob Gronkowski,31,TB,1,9000000,65,65,85,85,71,71,83,83,92,92,71,71,51,51,55,86,90,92,,,,,,
TE,Cameron Brate,29,TB,4,6800000,61,61,77,77,56,56,70,70,73,73,67,67,41,41,82,60,66,69,,,,,,
TE,O.J. Howard,26,TB,1,2770000,75,78,85,88,65,68,72,76,67,70,53,56,42,45,82,57,56,55,,,,,,
TE,Jordan Leggett,25,TB,1,500000,65,68,75,78,61,63,59,61,59,61,61,63,43,45,73,48,41,38,,,,,,
TE,Maxx Williams,26,ARI,2,3500000,59,62,80,83,61,64,65,68,65,68,71,74,52,55,67,52,49,48,,,,,,
TE,Dan Arnold,25,ARI,1,500000,67,70,86,89,56,58,69,72,59,61,86,89,39,41,67,48,48,48,,,,,,
TE,Virgil Green,32,LAC,1,2870000,69,69,82,82,65,65,68,68,54,54,75,75,47,47,77,52,51,51,,,,,,
TE,Hunter Henry,26,LAC,1,10610000,69,72,80,83,56,59,77,81,78,81,65,68,46,48,69,70,77,80,,,,,,
TE,Travis Kelce,31,KC,2,9370000,71,71,87,87,66,66,87,87,82,82,84,84,47,47,77,83,93,98,,,,,,
TE,Ricky Seals-Jones,25,KC,1,500000,67,70,79,82,57,59,67,70,63,66,50,52,42,44,71,53,54,54,,,,,,
TE,Deon Yelder,25,KC,1,500000,61,63,73,76,55,57,63,66,53,55,61,63,41,43,71,49,50,50,,,,,,
TE,Jack Doyle,30,IND,4,7100000,55,55,73,73,50,50,66,66,77,77,52,52,48,48,71,63,64,65,,,,,,
TE,Trey Burton,29,IND,1,500000,73,73,88,88,71,71,73,73,67,67,63,63,48,48,90,55,54,54,,,,,,
TE,Matt Lengel,30,IND,1,500000,53,53,77,77,52,52,61,61,54,54,57,57,43,43,61,48,45,43,,,,,,
TE,Blake Bell,29,DAL,1,1700000,57,57,82,82,54,54,66,66,54,54,65,65,45,45,69,50,51,51,,,,,,
TE,Blake Jarwin,26,DAL,4,5500000,67,69,74,76,55,57,67,69,67,69,67,69,46,47,78,55,59,61,,,,,,
TE,Dalton Schultz,24,DAL,2,500000,63,66,81,84,53,56,67,70,57,60,57,60,47,49,82,52,51,51,,,,,,
TE,Mike Gesicki,25,MIA,2,1650000,67,70,88,91,61,64,72,76,71,74,88,91,39,41,77,57,55,54,,,,,,
TE,Durham Smythe,25,MIA,2,500000,59,61,78,81,58,60,63,66,53,55,54,56,43,45,71,49,46,45,,,,,,
TE,Zach Ertz,30,PHI,2,8500000,67,67,82,82,62,62,78,78,86,86,63,63,42,42,73,72,79,82,,,,,,
TE,Dallas Goedert,25,PHI,2,1410000,67,70,83,86,65,68,69,73,67,70,69,72,49,52,80,58,55,54,,,,,,
TE,Khari Lee,28,ATL,1,500000,54,55,70,71,55,56,59,60,53,54,77,78,46,46,73,47,44,43,,,,,,
TE,Hayden Hurst,27,ATL,2,2760000,71,74,83,86,64,67,68,71,73,76,55,58,39,41,80,52,49,48,,,,,,
TE,George Kittle,27,SF,1,500000,77,79,84,86,69,70,85,87,96,98,82,84,51,52,77,85,92,96,,,,,,
TE,Ross Dwelley,25,SF,1,500000,55,57,72,75,51,53,63,66,61,63,51,53,40,42,75,51,54,55,,,,,,
TE,Charlie Woerner,22,SF,4,500000,67,70,72,75,65,68,62,68,54,57,57,60,35,38,77,51,53,54,,,,,,
TE,Levine Toilolo,29,NYG,2,3100000,54,54,75,75,47,47,65,65,57,57,69,69,46,46,59,54,57,59,,,,,,
TE,Eric Tomlinson,28,NYG,1,1020000,59,60,70,71,51,52,61,62,53,54,61,62,40,40,82,53,52,52,,,,,,
TE,Evan Engram,26,NYG,1,2680000,80,83,89,92,67,70,82,87,77,80,77,80,44,47,77,67,74,77,,,,,,
TE,Kaden Smith,23,NYG,3,500000,55,58,81,84,56,59,65,69,63,66,63,66,40,42,71,49,48,47,,,,,,
TE,Tyler Eifert,30,JAX,2,4750000,65,65,83,83,62,62,69,69,65,65,75,75,47,47,54,55,55,55,,,,,,
TE,Josh Oliver,23,JAX,3,1060000,71,74,79,82,57,60,65,71,61,64,65,68,40,43,80,51,50,49,,,,,,
TE,Tyler Davis,23,JAX,4,500000,43,43,71,72,46,46,56,57,69,70,36,36,38,38,54,59,56,55,,,,,,
TE,Ryan F Griffin,30,NYJ,3,1480000,53,53,81,81,52,52,68,68,65,65,65,65,42,42,77,55,58,59,,,,,,
TE,Chris Herndon IV,24,NYJ,2,500000,61,64,75,78,59,62,63,66,67,70,65,68,42,44,77,52,51,51,,,,,,
TE,Jesse James,26,DET,3,5650000,67,69,72,74,55,57,63,65,63,65,75,77,41,42,84,54,54,54,,,,,,
TE,T.J. Hockenson,23,DET,3,4960000,65,68,84,87,60,63,69,75,69,72,78,81,45,48,82,54,52,51,,,,,,
TE,Marcedes Lewis,36,GB,1,2250000,52,52,73,73,53,53,62,62,63,63,77,77,50,50,71,58,55,54,,,,,,
TE,Jace Sternberger,24,GB,3,970000,63,66,79,82,59,62,61,65,65,68,55,58,41,43,86,48,43,41,,,,,,
TE,Chris Manhertz,28,CAR,1,1150000,57,58,81,82,56,57,70,71,53,54,69,70,49,49,73,55,60,63,,,,,,
TE,Seth DeValve,27,CAR,1,1050000,67,68,86,88,55,56,70,71,61,62,84,86,42,43,77,51,48,46,,,,,,
TE,Temarrick Hemingway,27,CAR,1,500000,65,66,83,85,59,60,62,63,51,52,61,62,41,42,78,43,37,34,,,,,,
TE,Ian Thomas,24,CAR,2,500000,67,70,80,83,61,64,67,70,57,60,73,76,41,43,69,51,51,51,,,,,,
TE,Ryan Izzo,25,NE,2,500000,53,55,77,80,57,59,62,64,54,56,61,63,44,46,75,48,47,47,,,,,,
TE,Devin Asiasi,23,NE,4,1150000,59,60,77,79,55,56,60,61,71,72,57,58,39,40,78,44,42,41,,,,,,
TE,Dalton Keene,21,NE,4,1120000,61,63,69,72,59,61,57,59,53,55,50,52,42,44,39,46,40,37,,,,,,
TE,Jason Witten,38,LV,1,4000000,53,53,76,76,50,50,70,70,69,69,48,48,42,42,84,63,71,75,,,,,,
TE,Darren Waller,28,LV,4,7450000,78,79,84,85,57,58,77,78,88,89,75,76,44,44,82,64,70,73,,,,,,
TE,Nick O'Leary,28,LV,1,1050000,54,55,73,74,46,46,58,59,65,66,57,58,43,43,77,48,45,43,,,,,,
TE,Foster Moreau,23,LV,3,500000,65,68,82,85,57,60,68,72,59,62,69,72,43,46,78,53,54,54,,,,,,
TE,Tyler Higbee,27,LAR,4,7250000,61,62,85,87,58,59,77,79,90,92,67,68,48,49,77,67,74,77,,,,,,
TE,Gerald Everett,26,LAR,1,1510000,71,74,82,85,67,70,73,77,71,74,80,83,45,47,77,60,65,67,,,,,,
TE,Brycen Hopkins,23,LAR,4,500000,67,68,78,79,54,55,62,63,63,64,67,68,37,37,59,42,41,41,,,,,,
TE,Nick Boyle,27,BAL,2,6000000,53,54,79,81,47,48,74,75,69,70,77,79,50,51,84,65,74,78,,,,,,
TE,Mark Andrews,25,BAL,2,510000,73,76,75,78,60,63,72,76,71,74,67,70,43,45,77,68,71,73,,,,,,
TE,Richard Rodgers,28,WAS,1,1050000,57,58,80,82,57,58,62,63,59,60,57,58,42,43,75,46,43,41,,,,,,
TE,Jeremy Sprinkle,26,WAS,1,500000,69,71,80,82,62,64,66,68,55,57,54,56,39,40,78,49,48,47,,,,,,
TE,Jared Cook,33,NO,1,7500000,71,71,80,80,65,65,80,80,71,71,82,82,41,41,69,71,82,88,,,,,,
TE,Josh Hill,30,NO,2,2950000,67,67,83,83,55,55,72,72,63,63,75,75,44,44,78,58,61,63,,,,,,
TE,Adam Trautman,23,NO,4,500000,54,55,68,69,55,56,58,59,75,77,69,70,37,38,55,48,47,47,,,,,,
TE,Greg Olsen,35,SEA,1,7000000,67,67,78,78,59,59,76,76,84,84,77,77,43,43,73,71,81,86,,,,,,
TE,Jacob Hollister,27,SEA,1,3260000,69,70,80,82,62,63,69,70,69,70,75,77,43,44,69,54,57,59,,,,,,
TE,Will Dissly,24,SEA,2,500000,55,58,79,82,63,66,69,72,75,78,54,57,48,50,78,62,64,65,,,,,,
TE,Colby Parkinson,21,SEA,4,500000,51,53,68,70,61,63,58,60,69,71,61,63,37,38,77,50,47,45,,,,,,
TE,Stephen Sullivan,24,SEA,4,500000,52,55,58,61,46,48,63,66,43,45,37,39,37,39,51,80,83,84,,,,,,
TE,Vance McDonald,30,PIT,2,6550000,65,65,78,78,62,62,67,67,67,67,51,51,47,47,69,59,58,57,,,,,,
TE,Eric Ebron,27,PIT,2,6000000,75,78,85,88,65,68,78,82,69,72,71,74,43,45,77,66,72,75,,,,,,
TE,Zach Gentry,24,PIT,3,500000,61,64,77,80,55,58,61,64,54,57,52,55,39,41,77,47,46,45,,,,,,
TE,MyCole Pruitt,28,TEN,1,2500000,73,74,77,78,57,58,62,63,59,60,77,78,46,46,69,48,45,43,,,,,,
TE,Jonnu Smith,25,TEN,1,590000,77,80,80,83,65,68,70,74,67,70,77,80,41,43,77,58,60,61,,,,,,
TE,Kyle Rudolph,31,MIN,4,9000000,55,55,80,80,52,52,76,76,92,92,69,69,42,42,75,69,79,84,,,,,,
TE,Tyler Conklin,25,MIN,2,500000,59,61,79,82,61,63,60,62,57,59,80,83,41,43,69,44,39,36,,,,,,
TE,Irv Smith II,22,MIN,3,1020000,71,74,75,78,60,63,64,70,67,70,59,62,45,48,86,53,53,53,,,,,,
TE,Darren Fells,34,HOU,2,3150000,52,52,80,80,50,50,70,70,65,65,69,69,42,42,80,60,66,69,,,,,,
TE,Jordan Akins,28,HOU,2,500000,54,55,73,74,60,61,61,62,61,62,69,70,41,42,69,52,51,51,,,,,,
TE,Jordan Thomas,24,HOU,2,500000,63,66,74,77,58,61,65,68,61,64,54,57,39,41,75,52,55,57,,,,,,
TE,Kahale Warring,23,HOU,3,540000,67,68,81,83,57,58,65,66,54,55,75,77,43,44,78,49,46,44,,,,,,
TE,Luke Willson,30,SEA,1,1190000,73,73,82,82,58,58,67,67,57,57,78,78,43,43,59,50,47,46,,,,,,
TE,Derek Carrier,30,FA,0,1850000,71,71,86,86,57,57,70,70,55,55,80,80,43,43,73,48,49,49,,,,,,
TE,Daniel Brown,28,FA,0,0,73,74,87,88,59,60,68,69,57,58,55,56,42,42,78,45,42,41,,,,,,
TE,Xavier Grimble,28,FA,0,0,54,55,69,70,54,55,62,63,54,55,57,58,41,41,77,50,52,53,,,,,,
TE,Cole Wick,27,FA,0,0,54,55,78,80,59,60,59,60,54,55,73,74,45,46,73,40,37,35,,,,,,
TE,Ross Travis,27,FA,0,0,69,70,83,85,58,59,65,66,55,56,78,80,43,44,73,45,43,42,,,,,,
TE,Cole Hikutini,26,FA,0,0,55,57,76,78,58,60,59,61,63,65,67,69,42,43,82,44,40,38,,,,,,
TE,Michael Roberts,26,FA,0,0,55,57,77,79,53,55,62,64,61,63,54,56,43,44,80,51,49,48,,,,,,
TE,Eric Saubert,26,FA,0,0,67,69,76,78,62,64,61,63,54,56,71,73,46,47,82,48,43,41,,,,,,
TE,Jason Vander Laan,28,FA,0,0,61,62,86,87,59,60,66,67,52,53,54,55,41,41,77,46,41,38,,,,,,
TE,J.P. Holtz,27,FA,0,0,59,60,82,84,54,55,66,67,55,56,61,62,44,45,82,50,49,48,,,,,,
TE,Garrett Griffin,26,FA,0,0,63,65,77,79,53,55,61,63,51,53,73,75,45,46,75,46,43,42,,,,,,
TE,Mo Alie-Cox,27,FA,0,0,63,64,75,77,58,59,63,64,57,58,71,72,44,45,71,50,51,51,,,,,,
TE,Antony Auclair,27,FA,0,1250000,54,55,78,80,60,61,62,63,53,54,63,64,40,41,73,48,45,43,,,,,,
TE,Colin Thompson,27,FA,0,0,48,49,81,83,60,61,63,64,63,64,38,39,37,38,75,47,46,46,,,,,,
TE,Evan Baylis,27,FA,0,0,55,56,79,81,57,58,60,61,55,56,51,52,42,43,65,45,40,37,,,,,,
TE,Jason Croom,26,FA,0,0,67,69,77,79,62,64,64,66,59,61,65,67,41,42,65,52,52,52,,,,,,
TE,Robert Tonyan Jr.,26,FA,0,0,71,73,81,83,58,60,65,67,57,59,69,71,40,41,71,47,44,43,,,,,,
TE,Kevin Rader,25,FA,0,0,48,50,81,84,60,62,63,66,63,66,38,40,37,38,75,47,46,46,,,,,,
TE,Marcus Baugh,26,FA,0,0,59,61,74,76,56,58,58,60,51,53,61,63,40,41,65,43,38,35,,,,,,
TE,Nick Keizer,25,FA,0,0,48,50,81,84,60,62,63,66,63,66,38,40,37,38,75,47,46,46,,,,,,
TE,Garrett Dickerson,25,FA,0,0,61,63,77,80,52,54,62,64,52,54,53,55,41,43,73,48,48,48,,,,,,
TE,Jordan Franks,24,FA,0,0,71,71,78,78,57,57,63,63,53,53,55,55,41,41,73,44,44,44,,,,,,
TE,Ethan Wolf,25,FA,0,0,52,54,78,81,54,56,59,61,51,53,52,54,39,41,75,44,38,35,,,,,,
TE,Paul Butler,27,FA,0,0,54,55,79,81,56,57,62,63,54,55,82,84,39,40,69,40,43,44,,,,,,
TE,Caleb Wilson,24,FA,0,0,73,76,79,82,60,63,61,64,54,57,51,54,38,40,73,44,40,38,,,,,,
TE,C.J. Conrad,24,FA,0,0,48,51,69,72,62,65,57,60,54,57,94,97,40,42,67,47,47,47,,,,,,
TE,Kendall Blanton,25,FA,0,0,54,56,72,75,56,58,59,61,54,56,54,56,41,43,73,48,44,42,,,,,,
TE,Tommy Sweeney,25,FA,0,0,54,56,77,80,55,57,61,63,59,61,57,59,42,44,78,48,45,44,,,,,,
TE,Christian S-Williamson,27,FA,0,0,51,52,74,75,40,41,59,60,39,40,53,54,35,36,69,37,40,41,,,,,,
TE,Andrew Vollert,25,FA,0,0,71,74,85,88,50,52,63,66,57,59,57,59,35,36,75,39,34,32,,,,,,
TE,Isaac Nauta,23,FA,0,0,57,60,74,77,59,62,60,65,57,60,50,53,43,46,82,47,44,43,,,,,,
TE,Daniel Helm,25,FA,0,0,55,57,83,86,53,55,64,67,54,56,86,89,39,41,78,44,42,41,,,,,,
TE,Hale Hentges,24,FA,0,0,55,58,75,78,57,60,62,65,53,56,63,66,45,47,75,48,45,43,,,,,,
TE,Chris Myarick,25,FA,0,0,54,56,72,75,56,58,59,61,54,56,54,56,41,43,73,48,44,42,,,,,,
TE,Jaeden Graham,25,FA,0,0,63,66,73,76,61,63,61,63,54,56,61,63,40,42,65,46,43,41,,,,,,
TE,Brandon Dillon,23,FA,0,0,61,64,82,85,57,60,63,67,53,56,59,62,39,41,73,43,39,37,,,,,,
TE,Austin Fort,25,FA,0,0,69,72,83,86,56,58,65,68,52,54,55,57,38,40,71,46,41,39,,,,,,
TE,Stephen Carlson,24,FA,0,0,61,64,84,87,54,57,65,68,54,57,59,62,42,44,80,45,41,39,,,,,,
TE,Charles Jones II,24,FA,0,0,55,58,69,72,54,57,57,60,54,57,59,62,42,44,77,46,41,38,,,,,,
TE,Jesper Horsted,23,FA,0,0,61,64,76,79,51,54,62,66,59,62,61,64,39,41,75,48,47,47,,,,,,
TE,Carson Meier,25,FA,0,0,54,56,71,74,55,57,59,61,53,55,65,68,42,44,69,45,42,41,,,,,,
TE,Jared Pinkney,23,FA,0,0,48,48,78,79,61,62,58,59,69,70,54,55,37,37,69,50,43,39,,,,,,
TE,Hunter Bryant,24,DET,2,500000,53,56,83,86,53,56,66,69,73,76,65,68,33,35,78,53,48,45,,,,,,
TE,Thaddeus Moss,23,FA,0,0,51,54,75,78,59,62,65,69,48,51,50,53,38,40,73,53,54,54,,,,,,
TE,Jacob Breeland,25,FA,0,0,65,68,77,80,56,58,60,62,54,56,61,63,39,41,73,41,38,36,,,,,,
TE,Mitchell Wilcox,24,FA,0,0,54,54,72,72,56,56,59,59,54,54,54,54,41,41,73,47,44,42,,,,,,
TE,Dominick W-Anderson,22,FA,0,0,52,53,72,73,55,56,56,57,57,58,45,46,36,37,41,45,44,43,,,,,,
TE,Charlie Taumoepeau,21,FA,0,0,63,65,87,90,61,63,65,67,61,63,77,79,35,36,57,40,37,36,,,,,,
TE,Luke Stocker,32,FA,0,0,61,61,76,76,50,50,64,64,55,55,59,59,50,50,67,53,52,51,,,,,,
TE,Charles Clay,31,FA,0,0,65,65,81,81,62,62,67,67,67,67,50,50,45,45,90,52,50,49,,,,,,
TE,Lance Kendricks,32,FA,0,0,65,65,80,80,59,59,65,65,54,54,73,73,47,47,88,49,47,46,,,,,,
TE,Delanie Walker,36,FA,0,0,71,71,82,82,59,59,72,72,73,73,75,75,47,47,77,65,66,67,,,,,,
TE,Bradley Sowell,31,FA,0,0,48,48,67,67,45,45,55,55,48,48,57,57,44,44,82,51,42,38,,,,,,
TE,Ed Dickson,33,FA,0,0,65,65,74,74,63,63,64,64,61,61,65,65,39,39,69,52,53,54,,,,,,
TE,Jordan Reed,30,FA,0,0,69,69,87,87,66,66,74,74,75,75,71,71,41,41,61,59,60,61,,,,,,
TE,Scott Simonson,28,FA,0,0,54,55,70,71,54,55,60,61,54,55,57,58,39,39,77,49,47,46,,,,,,
TE,Malcolm Johnson,28,FA,0,0,65,66,78,79,60,61,62,63,48,48,65,66,43,43,82,47,44,43,,,,,,
TE,Clive Walford,29,FA,0,0,59,60,75,76,58,59,59,60,57,58,71,72,41,41,77,47,43,41,,,,,,
TE,Geoff Swaim,27,FA,0,0,67,68,76,78,51,52,65,66,63,64,71,72,42,43,65,53,54,55,,,,,,
TE,Jerome Cunningham,29,FA,0,0,63,63,75,75,56,56,60,60,50,50,65,65,41,41,69,47,42,40,,,,,,
TE,David Morgan,27,FA,0,0,51,52,81,83,56,57,65,66,59,60,67,68,44,45,65,55,54,53,,,,,,
TE,Billy Brown,27,FA,0,0,65,66,84,86,58,59,64,65,57,58,51,52,39,40,71,46,40,37,,,,,,
TE,Sean Culkin,27,FA,0,0,65,66,77,79,53,54,61,62,52,53,71,72,46,47,77,48,44,42,,,,,,
TE,Tyrone Swoopes,26,FA,0,0,63,65,86,89,54,56,66,68,54,56,69,71,41,42,71,46,42,40,,,,,,
TE,David Wells,25,FA,0,0,63,66,69,72,55,57,58,60,54,56,61,63,47,49,78,46,39,36,,,,,,
TE,Isaiah Searight,23,FA,0,0,55,58,83,86,53,56,64,68,54,57,86,89,39,41,78,42,41,41,,,,,,
C,Patrick Scales,32,CHI,1,500000,47,47,71,71,44,44,42,42,45,45,80,40,43,44,,,,,,,,,,
RT,Bobby Massie,31,CHI,3,7700000,67,67,61,61,78,78,63,63,70,70,80,67,74,78,,,,,,,,,,
LT,Charles Leno Jr.,29,CHI,2,4500000,73,74,64,65,75,77,71,72,86,88,80,70,73,75,,,,,,,,,,
C,Cody Whitehair,28,CHI,5,10250000,75,78,73,76,73,77,61,64,85,89,80,70,72,73,,,,,,,,,,
RT,Germain Ifedi,26,CHI,1,500000,69,72,68,71,57,61,52,56,72,77,75,58,57,57,,,,,,,,,,
C,Corey Levin,26,CHI,1,500000,71,74,66,69,44,46,46,48,63,66,78,52,47,44,,,,,,,,,,
RG,Rashaad Coward,26,CHI,1,500000,73,76,62,64,48,50,46,48,62,64,78,54,50,48,,,,,,,,,,
LG,James Daniels,23,CHI,2,1740000,69,72,76,79,73,80,61,66,78,85,73,66,71,73,,,,,,,,,,
LG,Alex Bars,25,CHI,1,500000,71,74,61,64,41,43,46,48,64,67,71,51,44,41,,,,,,,,,,
LT,Arlington Hambright,24,CHI,4,500000,88,90,56,57,61,62,75,77,83,85,78,82,68,61,,,,,,,,,,
LT,Lachavious Simmons,24,CHI,4,500000,78,80,36,37,78,80,86,88,78,80,75,84,80,78,,,,,,,,,,
C,Clark Harris,36,CIN,1,1150000,53,53,69,69,48,48,43,43,51,51,77,46,47,48,,,,,,,,,,
RG,Xavier Su'a-Filo,29,CIN,3,3000000,71,73,68,70,61,63,47,48,73,75,82,60,61,61,,,,,,,,,,
RT,Bobby Hart,26,CIN,2,5380000,69,72,52,54,69,72,51,53,69,72,86,61,66,69,,,,,,,,,,
C,Trey Hopkins,28,CIN,3,6800000,73,75,55,57,57,59,53,55,70,72,82,60,58,57,,,,,,,,,,
LG,Alex Redmond,25,CIN,1,2130000,73,76,62,65,55,58,49,51,66,69,57,58,56,55,,,,,,,,,,
LG,Billy Price,25,CIN,2,2930000,73,76,65,68,47,51,50,54,68,73,75,56,50,47,,,,,,,,,,
LT,Jonah Williams,23,CIN,3,4410000,69,72,71,74,57,64,54,61,75,85,75,59,58,57,,,,,,,,,,
LG,Michael Jordan,22,CIN,3,500000,59,62,64,67,46,50,46,50,67,72,80,50,47,46,,,,,,,,,,
RT,Isaiah Prince,23,CIN,3,500000,71,72,57,58,44,45,46,47,66,67,77,53,47,44,,,,,,,,,,
LG,Hakeem Adeniji,22,CIN,4,500000,54,56,72,74,35,36,54,56,75,77,67,42,37,35,,,,,,,,,,
RT,Ty Nsekhe,35,BUF,1,5000000,69,69,63,63,75,75,53,53,74,74,71,65,72,75,,,,,,,,,,
RG,Spencer Long,30,BUF,2,4200000,77,78,56,57,47,47,48,48,66,67,61,56,50,47,,,,,,,,,,
C,Mitch Morse,28,BUF,3,11130000,84,87,67,70,80,84,65,68,78,82,75,77,79,80,,,,,,,,,,
RG,Jon Feliciano,28,BUF,1,3630000,73,74,67,68,77,79,54,55,74,75,80,67,74,77,,,,,,,,,,
LG,Daryl Williams,28,BUF,1,2250000,75,77,51,52,51,52,53,54,77,79,78,59,54,51,,,,,,,,,,
LG,Quinton Spain,29,BUF,3,5000000,73,74,55,56,73,74,61,62,77,78,90,67,71,73,,,,,,,,,,
LT,Dion Dawkins,26,BUF,1,1050000,78,81,71,74,73,78,55,59,79,85,78,69,72,73,,,,,,,,,,
C,Reid Ferguson,26,BUF,2,500000,44,46,67,70,39,41,38,40,50,53,82,38,39,39,,,,,,,,,,
RT,Cody Ford,24,BUF,3,1880000,77,80,62,65,54,58,51,55,74,80,71,60,56,54,,,,,,,,,,
RT,Ja'Wuan James,28,DEN,3,12750000,69,72,69,72,71,75,65,68,75,79,77,65,69,71,,,,,,,,,,
LT,Jake Rodgers,29,DEN,1,500000,59,60,54,55,36,37,45,46,62,63,59,44,39,36,,,,,,,,,,
C,Graham Glasgow,28,DEN,4,11000000,77,80,67,70,61,63,54,56,79,82,78,64,62,61,,,,,,,,,,
LT,Garett Bolles,28,DEN,1,2760000,80,83,74,77,47,50,49,52,76,81,75,59,51,47,,,,,,,,,,
